,Name,Review_raw,Overall,Food,Service,Ambiance
455,Isafoodenthusiast,"I went to celebrate a friend’s birthday and it could not have been a better experience. The attention to details, the kindness of the staff and exceptional food made the evening a superlative experience. Can’t wait to go back!",5,5,5,5
456,Lena,Loved the fresh seafood especially being able to choose the species we preferred. Perfectly prepared and the service was first rate.,5,5,5,5
457,IlhamN,"Excellent food : excellent quality, excellent taste, flavor and  service",5,5,5,5
458,localfooide,"The staff at Black Salt could not have been more generous. We preordered Shad Roe and boy oh boy did the kitchen staff deliver.  We started with Oysters Rockefeller, the Shad Roe served over a bed of wonderful spring veggies, and completed the meal with dessert (choc peanut butter torte and key lime pie).  I stopped at the kitchen on the way out and said to the chef, ""do I have you to thank for the wonderful Shad Roe?""  And he replied, ""no, it was the staff.""  And he waved/pointed to the line cooks.  I thanked them all for the wonderful food and service.  They truly touched my heart.  I can't wait to go back.",5,5,5,5
459,MAZ123,"Great ambience and my salad was excellent, but my $52 tuna entree was a big disappointment.  The portion was very small, there was no vegetable, and 4 of the 6 small tuna pieces were gristly and inedible.",2,2,5,5
460,OpenTable Diner,What an exquisite evening with the most delectable food and amazing customer service.,5,5,5,5
461,REC50,"My entire:  Branzino fish was over cooked.  Literally, very dry and cut up into two pieces.  The mild white fish is usually roasted or grilled whole and service with lemon or lime.",3,2,4,4
462,FeliciaB,Always the best! Food and service. Thank-you,5,5,5,5
463,BillS,A favorite !  Outstanding evening all around.  We're never disappointed !,5,5,5,5
464,JustChasetheMoo,"Excellent!! The only thing better than the food--it was amazing--was the friendly, attentive service. A truly wonderful dining experience.",5,5,5,5
465,OpenTable Diner,"The food and wine were outstanding. We got the branzino, oysters rockefeller, clam chowder, and ahi tuna. Desserts were also excellent. The only qualm I had was that the prices were a bit above average.",4,4,5,5
466,HusseinD,"Disappointing dinner and not one I would encourage you unless you want a drink and some overpriced fish in the neighborhood.

We were 4 and very hungry at dinner.

Crab cakes were good as they should be at $60. Poke was good. Calamari adequate - you generally cannot go wrong with fried calamari. However lobster dumpling was ""horrible"" as was the chicken and vegetable soup. One tase and it was left untouched by the guest. I have not been there in 10 years and was disappointed by the food. The Restaurant is resting on its laurels or just a bad night?",3,3,4,4
467,Dinner42,"Always a great time at the consistently fine Black Salt. Servers are perfectly attentive, and the folks in the kitchen know what they’re doing around all manner of sea creatures. A neighborhood gem, but a destination for folks from near and far. The bar’s a hit too. Just a convivial place; a pleasure to visit.",5,5,5,5
468,Woodroad,"The back room was so noisy that it was impossible to carry on a conversation. We’d asked for a quite table, but it was the opposite. While the food and service were good, we won’t dine at Black Salt again because of the noise.",3,4,4,1
469,OpenTable Diner,Perfection to meet for a Sunday brunch!,5,5,5,5
470,OpenTable Diner,Great food and service. Treated my daughter specially for her birthday,5,5,5,5
471,OpenTable Diner,Food was great and filling. We had a nice wine to pair with my meal which the waiter suggested and I really enjoyed it. The apple dessert was also great.,5,5,5,5
472,JerriH,As always Blacksalt delivers on great food and service! The downfall is that the prices have gotten a bit crazy so we don’t go as frequently as we used to.,5,5,5,4
473,JanetT,Love this place. Will go back again and again.,5,5,5,5
474,MildredWHolmes,The food was outstanding!!,4,5,4,5
475,EricM,First time there with fiancé and we loved it and will be back soon.  We met and engaged with the couple sitting beside us.  The waitress was awesome.  BlackSalt is definitely to me / us a 5 STAR,5,5,5,5
476,OpenTable Diner,It was amazing and the food was exquisite!,5,5,5,5
477,foodfan,Our food was delicious. Service was attentive and gracious.,5,5,5,5
478,DolceM,Amazing food and great service will come back again,5,5,5,5
479,OpenTable Diner,Food is excellent as usual. Very happy with food and everything. I’ll go there again and again every-time I am in DC.,3,5,4,3
480,kitty,Always excellent food & service.  Highly recommend.,5,5,5,5
481,SKBCEB,Consistently great food. Worth every $! Great service as well.,5,5,5,5
482,OpenTable Diner,The food and staff were amazing!! Will definitely be going back!,5,5,5,5
483,OpenTable Diner,Best seafood in DC,5,5,5,4
484,john,Food and service were great. A real neighborhood gem and always reliable.,5,5,5,4
485,PTJPTJ,"The food here is always terrific and this time was no different.  I had a pear salad, black cod, clam chowder and butterscotch pot de crème.  Service was very attentive.",5,5,4,3
486,Sztravels,"Wonderful food, attentive and helpful service, good cocktails, recently refreshed wine list.  Our favourite seafood restaurant.  Inflation has raised some prices, so it is a special treat rather than a casual anytime place, but we think it is worth it.",5,5,5,5
487,OpenTable Diner,Wonderful food. Consistent experience as always.,5,5,5,5
488,KathyW,Delicious but so expensive.,4,5,5,4
489,JonB,Celebrated my 50th birthday there in 2016. Just a wonderful wonderful venue,5,5,3,5
490,OpenTable Diner,"Fabulous to have indoor dining again. Service, food, other guests were all just as we missed during the closure.
Hurrah!",5,5,5,5
491,HerbS,"As usual, the food and the service were excellent. Black Salt has remained consistently top-notch through all the Covid disruptions.",5,5,5,4
492,OpenTable Diner,Prices have increased considerably.,5,5,5,5
493,MurrayJ,Black Salt is in need of a refresh. The interior and furnishings are bit tired and showing their age.,4,4,4,4
494,SV22209,"Early New Year's Eve with another couple.  A perfectly delightful evening with excellent service and seafood.  We'd requested a relatively quiet table and were nicely accommodated with one near the windows into the kitchen.  The management was particularly attentive, stopping by the table on multiple occasions to make sure everything was satisfactory.",5,5,5,5
495,Buckie,"New Year Eve dinner. Great waiter. Ver informative three people: crab cakes, Brandi o, ahi tuna. Also a fabulous pear salad and raw oysters. Wonderful evening.",5,5,5,5
496,KeithL,"We had a wonderful dining experience, the food was delicious, staff on point, and ambience was great!  Highly recommend a dinner out at this restaurant!!",4,4,4,4
497,NicholeV,"BlackSalt was a recommendation to us, and I’m so glad that we were able to eat there on our trip to DC.  I have food allergies, and they were very accommodating.  The food was delicious!  We’ll definitely be coming back here the next time we’re in town.",5,5,5,5
498,Jane,Good food and nice place to have in the neighborhood. Service was good - we will be back.,4,5,5,4
499,RosemontRobert,One of my favorite spots. Enjoyed the oysters. Food is always good.,4,5,4,5
500,CalleX,Great restaurant. Consistently excellent food.  Aability to change and adapt Menu items. Go-to place for  special occasions.,5,5,5,4
501,KristinE,"This is one of my favorite restaurants anywhere. I live out of town but Black Salt is a must-visit every time I come here. The food is outstanding, as is the service.",5,5,5,5
502,Glen,What a great neighborhood gem. This is a world-class restaurant. Pretty space. Great service and excellently prepared dishes.,5,5,5,5
503,ArtR,Overall the best place for fish in others than fiola mare which is pricier still. Really great fresh simple nicely prepared cod and branzino and wonderful New England clam where chowder￼and nice wine by glass. A great meal and consistently so,5,5,5,5
504,PatriciaB,"It was disappointing, both the food and the service.",2,2,2,4
505,mestes,"after a period of a slump they seem to be back in form.
fabulous appetizers including the cold seafood and clam chowder. the fish mains were all uniformly beautifully prepared and plated. definitely will be back",5,5,5,4
506,Hydropathe,"We had a lovely Christmas office dinner at Black Salt last night. Delicious food (especially the octopus & halibut special), and a nice wine list (and good cocktails)! Our server was very patient with us and it was a very lovely, relaxed, satisfying dinner.",4,4,4,4
507,Carol,"Clam chowder AMAZING, my husband loved the raw oysters.  Delicious crab cakes and tuna entrees. A friend loved the branzino.   Service was excellent.",5,5,5,3
508,LunchGuest,"Celebrating my mothers 87th Birthday and we had an incredible meal.  She had celebrated another birthday there many before Covid and she loves Sea Food so we decided to return for lunch with less of a crowd.

Only disappointment was that they did not remember to wish her a Happy Birthday.  Maybe post covid it's only done for dinner but I had requested their best table and told them it was her birthday since we have gone on multiple family birthday's and had menu's with the name and even a complimentary dessert.  We ordered a couple on our own for the four of us to share so it was not that we did not enjoy our choices.

Will still return because the food and service was amazing but with such a big mile stone I think a Happy Birthday wish is not much to ask.",5,5,5,4
509,Richard,Met a friend for a quick lunch.  We went early and we were finished before the crowd arrived.,5,5,5,4
510,MichelleG,"BlackSalt was fair - the service was good and the Octopus was great. However, the other dishes that we ordered were underwhelming.",3,3,4,2
511,AnyaR,"best hidden gem!!  I can't believe that a 5 star restaurant Michelin quality and preserntation is located in the suburbs.  just so good from the guy who took our coats to the waitress, to the staff!!! so good",5,5,5,5
512,JuliaP,The fish stew was superb as were the oysters and the clam clowder. Impeccable service and quiet atmosphere. Cornbread was also great.,5,5,5,5
513,wamstad,Black Salt does not disappoint.  I loved my clam chowder.   I wish they would bring back the 3 course lunch special.,5,5,5,5
514,john,Black Salt always great food and service. Reliable neighborhood gem.,4,4,4,4
515,CCTX,"This was a first-time visit for me and a friend for lunch.  The food was excellent -- I had the autumn vegetable salad and asked them to add a few shrimp, which they readily did.  The staff had noticed my friend giving me a birthday present and then surprised us with the delivery of a small chocolate mouse cake at the end.  Very nice!!!",5,5,5,5
516,kitty,Food was good as always.,4,4,4,4
517,OpenTable Diner,Most delicious soup!  Great wine and inventive cocktail. We had the nicest server who accommodated us by offering an extra oyster to share and half drinks later. It was expensive like every lunch I have had lately.,5,5,5,5
518,DiceK,"In a very relaxed atmosphere, we enjoyed seafood that was optimally prepared by a chef who knows the characteristics of seafood. As other diners have noted, the crab cakes, which tend to be overdone, were very delicately seasoned and paired wonderfully with the sauces. The American Red Snapper was also very satisfying, with crispy skin and fluffy flesh.",5,5,5,5
519,OpenTable Diner,"Go-to spot for fine dining in a pleasant, relaxed atmosphere",5,5,5,5
520,davidn,"A great meal - the wine cellar could use some better, middle-of-the-road-priced wines.  Otherwise, all good!",5,5,5,5
521,TaliaR,"unbelievable lunch!  our server Dan was so fun and helpful, and made my mother's birthday lunch a very special occasion.  The cocktails were amazing, the oysters were delish, and every single item we ordered was perfect.",5,5,5,4
522,SusanG,"Service and food were good, but pricey.  The lobster was a tad tough, but the gnocchi was delish.  I never got butter for my bread, but if that's the worst, that's not so bad.  Nice for a special occasion.",4,4,4,4
523,AlysonR,Outstanding,5,5,5,5
524,JackieB,The food and service are very good but the prices are way too high for a neighborhood restaurant.  We eat at a Michelin star restaurant in DC for less. 50 - 60 plus dollar entrees with 30 dollar appetizers seem very high.  We love Blacks but not at these prices. Love the bar and will continue to go for drinks unless the pricing gets under control and back to what it was.,4,4,5,5
525,OpenTable Diner,Food was fabulous and Tom’s service was spectacular.,5,5,5,5
526,SNSNJ,The service was excellent and the food was outstanding. The wait staff were very good and always there but never seen which is how it should be,5,5,5,4
527,arbydee,The fettuccine was excellent!,5,5,5,5
528,JohnP,"Drove in from Manassas to have  a terrific dinner with my son. Abby was an excellent server with on-the-money recommendations. 
Love coming to BlackSalt!",5,5,5,5
529,Diane,"Excellent service - happy, friendly, and knowledgeable staff made for a very pleasant first experience! Personalized menus for our wedding anniversary was a very pleasant surprise! Lovely textures and seasonal flavors in all dishes from oysters to key lime pie! The large service platter for our small serving of 6 oysters seemed inappropriate. The aroma of fish in the front market could be less. We dined in the wine room which was more quiet and less fishy. The bathrooms could have been cleaner. Overall it was a lovely dining experience and we will return!",5,4,5,4
530,cburd,The food is fantastic as was the service. We celebrated a birthday and everything was perfect. I highly recommend Black Salt!,5,5,5,5
531,OpenTable Diner,Great seafood restaurant and retail purchases of amazing looking seafood as you enter.  Be prepared for the strong fish smells as you enter. We loved it!,5,5,5,5
532,ccb1,"One of our favorite restaurants in the DMV.  Consistently outstanding and friendly service, consistently excellent food with creative daily specials.  Consistently stellar bar service.  Consistently fabulous oyster selection. All with a warm, neighborhood-y vibe.",5,5,5,5
533,Jack,Great food and great service!,5,5,5,5
534,BF8890,Amazing service and food. We always have a consistently excellent experience. JJ is great!,5,5,5,5
535,AliciaV,Fantastic service and consistently delicious food.,5,5,5,5
536,BenC,Everything was great. The staff all acknowledged the birthday we were there for and were all so very helpful. Definitely be back!,5,5,5,5
537,Mooseg,"Our first time at Black Salt for a wonderful, delicious lunch. We'll certainly be back regularly. Our only criticism is that the dining room needs a refreshing to improve the ambiance at this high end seafood restaurant",4,5,5,3
538,AlysonR,"Excellent Seafood Restaurant.. Great quality seafood
Service was just Outstanding",5,5,5,5
539,OpenTable Diner,"Excellent interesting delicious dishes
With superb service",5,5,5,5
540,OpenTable Diner,Excellent service and food!,5,5,5,5
541,FeliciaB,Excellent food and service,5,5,5,5
542,BillyT,Consistency is not always found in restaurants. We used to patronize Black Salt 2-3 times a week pre pandemic.  We became pregnant and our son was born and so dinning out was placed on hold.  Last night was our first visit in a year and to say it was great is an under statement. Food as we remembered. Consistent with taste and quality we remember. Quality is the best. Service top notch. Couldn’t ask for a better home coming.,5,5,5,4
543,OpenTable Diner,"My husband and I enjoyed the food, atmosphere and service.  It was our first time eating at BlackSalt, and will not be our last.",5,5,5,5
544,BruceS,A wonderful meal.  Service was especially excellent.,5,5,5,4
545,Sheri,Casual dinner with longtime friends. We were a bit shocked to see the price of the two special entrees for that evening at $49. Seemed a bit high for the “specials” but the food quality and preparation is top notch.,5,5,5,4
546,PascalS,Excellent dinner: we had the halibut and tuna. Delicious. And the seafood comes from the shop inside the restaurant.,5,5,5,5
547,NorlS,"From the smell of the sea when you first open the door, to the final taste of the provencal fish stew, a feast for all the senses.",5,5,5,5
548,NickO,Great food. Great service. Nice crowd. All good. Parking not super easy. But we recommend big time.,5,5,5,5
549,HanoverHR,"Overall, a good experience.  I took my friend and her son out for my friend's birthday.  The staff was friendly, however, a little forgetful.  They missed bringing an ordered drink, and they kept trying to pour wine in my glass after I told them I did not want anymore (driving).  Those are small things, though.  The real issue was my primary entree.  I paid $70+ for a steak that was little more than a think cut rib-eye you would typically find at Food Lion.  I was very surprised.  Although the meat was well prepared and tasted great - the quality of the cut was sub-par for the price.  I would have given a lower rating, however, the appetizers (squid and calamari) were great and exceptionally well done.  

Overall, a bit of a conflict on entrees v. appetizers, making this a difficult review.  

The ambience was fine -- not too loud, but tables were situated such that there was a bit of competition in regards to conversations around us and wait staff coming to and fro.  

Being able to view the kitchen as the meals are prepared was a nice touch, and not common.  The kitchen was separated from the dining room by sliding glass doors -- so prep was visible (and interesting) while not being loud and distracting (i.e. you could ignore it if you wanted to).

Wine selection was nice and after dinner cappuccino was well done.

Overall 4 stars, largely because of the sub par quality of the steak.",4,3,4,5
550,Buckie,Wait staff gave suggestions for what to order. Food came quickly. And was delicious.,5,5,5,5
551,mrhatt,"Food was outstanding.  Is a bit noisy, but worth it.",5,5,5,5
552,hoff,"Everything brought to the table was like it just came out of the oven or directly from the stove top.  Hot, beautiful presentation and super fresh flavors.  Special fall Rye cocktail was wonderful.  Eric our server was very attentive as was the entire server team.  Loved the evening.",5,5,5,5
553,DanaH,"Server Dan was
Outstanding- food was amazing!",5,5,5,5
554,MatthewD,The food was EXCELLENT as usual! But... we noticed that over the years the decor is starting to show it's age.,4,5,4,2
555,twins,Absolutely phenomenal! Excellent suggestions by the server and every dish was cooked to perfection. Absolutely recommend. We will be back.,5,5,5,5
556,LJFoodie,"We had an excellent anniversary celebration meal. The fried clams were perfectly cooked, and we both enjoyed the day boat scallop appetizer, and our two entrees (crab cake and ahi tuna) were excellent. Service was attentive without being intrusive. While a bit expensive, it is in line with what you'd expect at a top of the line seafood restaurant. Worth a repeat visit!",5,5,5,4
557,JamesandLisafromKY,"We chose Black Salt at random due to its location and could not be happier. Our friends from Michigan, New Jersey and Kentucky gathered for a lovely dinner with great service and excellent food. We were welcomed and appreciated the personalized menus we were given - a great touch. But, as always, it is about the food - the food was WONDERFUL!!!",5,5,5,5
558,JackL,"As always, the clam chowder with fried Ipswich clams was a winner. The $29 crab cake sandwich could have used a lot more crab.",4,4,4,4
559,OnzyE,Outstanding service and the food was superb!,5,5,5,5
560,OpenTable Diner,"Excellent food, exceptional service and wonderful overall experience.  We will be back!",5,5,5,5
561,OpenTable Diner,Great food but a bit on the pricey side.,5,5,5,5
562,MichelleA,Our favorite spot for dinner.,5,5,5,5
563,OpenTable Diner,Amazing food and service. Hands down best seafood in DC.,5,5,5,5
564,Partridgepeg,"Each of our visits to Black Salt starts with oysters on the half shell, and this one was no exception.  Black Salt's oyster menu is not only extensive, but offers a selection that includes a wide varity of oysters from different areas of the country; and a choice of salinity that satisfies every oyster lover's taste.  But if we were to pick one thing that sets Black Salt's oysters far above anyother purveyors of bivalves in the area it would be the precision of the oyster shuckers.  People who enjoy oysters agree that even the finest oysters can be ruined if the shucker is improperly trained of negligent in his/her work.  This is never a problem at Black Salt.
Of course oysters are not the only delights on Black Salt's menu.  In fact the menu is full of surprises on the first (left side) page of the menu.  Starters are our favorite, and salads, soups and seafood selections offer something new on every visit.
Don't miss the oysters, and while your're there allow Black Salt to give you something new to enjoy.",5,5,5,5
565,DorothyC,Dinner was superb and service was excellent. Main oysters were exceptionally fresh.,5,5,5,5
566,LORDHUANG,Lovely anniversary. They even did a custom menu. Lovely good. Table of physicians next to us were a little more lit than we would expect on a Tuesday night,5,5,5,5
567,Dutchman,Fabulius food and wine,5,5,5,5
568,OpenTable Diner,"The food today did not meet the usual standards of this establishment.  The food was well presented, but had no flavor.",4,2,5,4
569,KevinS,Absolutely beautiful food and service.  Love dining in the back room.,5,5,5,5
570,OpenTable Diner,Friends from MS enjoyed the food and experience,5,5,5,4
571,Robert,"Wonderful server and service, lovely menu well prepared and absolutely delicious.",5,5,5,5
572,SeanB,Black Salt was nothing short of Amazing!!  Everything we ordered was perfectly cooked and Delicious to say the least!!  Would definitely Highly recommend anyone looking for perfection to make reservations ASAP!!,5,5,5,5
573,Bluejay,Our server was very helpful with menu recommendations and there was an abundance of staff at the ready for anything we needed. Looking forward to returning soon.,5,5,5,5
574,languagematters,Black Salt was wonderful - excellent service and delicious food. Parking was a problem though.,5,5,5,5
575,Ava33,"Wonderful first visit. Very diligent staff always attentive. Chowder was substantial and good portion for price. Crab cake sandwich was decently sized, not huge, but quality. Only minor suggestion is to cut back on salt on the potato chips. With everything else having salt, it was too much. Salad with warm / baked fig was also healthy and great to split.",5,4,5,5
576,Christina,I adore Addies's mussels and they never disappoint.,5,5,5,5
577,KelleyH,We had a great time celebrating our son’s birthday!,5,5,5,5
578,allison,"High quality fish, very fresh, excellent preparation. Waiter was personable and provided great service. Enjoyable evening.",5,5,5,4
579,LarryT,A really terrific place.  Excellent seafood dishes.,5,5,5,4
580,FeliciaB,Food and service excellent as always.,5,5,5,5
581,ElizabethM,"No restaurant in the DC area does fish better than BlackSalt. Service is outstanding. Dining room is attractive and comfortable. There is not scene here, as you might find at the nice seafood places in trendier neighborhoods, but that makes me like BlackSalt even more.",5,5,5,5
582,HikoH,Our unfriendly waitress need smile.  I had to ask extra plat three times.,4,4,3,4
583,BarbieM,Excellent meal and service. Everything was delicious. Looking forward to returning soon.,4,4,4,4
584,OpenTable Diner,We had an excellent dinner here. Our server and the food was fantastic.,5,5,5,5
585,OttoM,Great food. Great service. Great drinks. A little noisy which made it difficult for table conversations. Hence I suggest you request a booth (and be respectful of the tables that are near your booth).,5,5,5,3
586,dcdiner,"So good!  And the service is perfect, always one step ahead but never intrusive",5,5,5,4
587,ScottG,Excellent food and service. Great experience every time.,5,5,5,5
588,Susan,"The best, freshest seafood in town served with delightful creativity that complements without overwhelming any of the main flavors, served with a perfectly trained and attentive but not intrusive staff in a neighborhood atmosphere. We love it!",5,5,5,5
589,FFFavorite,We celebrated our 3 year wedding anniversary here and they made the experience outstanding. Blacksalt is a favorite anyway - food and service always great. But they went out of their way to help us celebrate!,5,5,5,5
590,RichardS,Great food and service at 2x the price it should be. Not worth $240 for 2 when compared to others in same category- not by a long shot,4,5,5,3
591,JPTo,"Fresh and really nicely prepared seafood, the seafood tower was a meal for two in itself. Fantastic drinks and deserts, with multiple options (something I'm seeing less of these days). neighborhood type atmosphere. Service was a little aggressive - seemed like they wanted to move us out quickly even though it wasn't closing time and the place was not very busy (it was a Monday night).",4,5,3,3
592,KoryJ,Excellent service! Excellent food!  No complaints!,5,5,5,5
593,ListenToMe,Restrooms need attending to….disgusting,4,5,4,4
594,AnonymousD,"The service and food were exceptional! I would return and tell friends and family about this beautiful DC gem. I chose Black Salt because of the ratings, and it exceeded my expectations.",5,5,5,5
595,OpenTable Diner,The food was delicious.,5,5,5,5
596,OpenTable Diner,"Anniversary dinner and our friends came to celebrate with us.  Everything was amazing-oysters, drinks, apps-you name it!
We will definitely be back!",5,5,5,5
597,OpenTable Diner,Great service great food.    Very comfortable and quiet setting,5,5,5,5
598,PatrickK,"We have been fans of BlackSalt for many years and still are.
The food was great and the wait staff friendly and knowledgeable. 
I was a bit surprised at how high prices have been pushed. Granted, we haven’t gotten back there since the pandemic onset but wow, prices have really increased.
Thank goodness the food quality and experience is still great.",4,5,5,5
599,AmberH,"A dining experience that did not feel stuffy or overdone. The staff are true professionals and place care in their craft. The kitchen is partially open and you could see the comraderie and clean processes. We had the buttered lobster, branzino filet and shrimp cocktail. All delicious but the standout was the shrimp cocktail (homeade tortilla chips!) Located in a cutesy neighborhood, we will be back when visiting DC. Thank you, BlackSalt!",5,5,5,4
600,OpenTable Diner,Come here for dinner before going to The Kennedy Center to see Hamilton. The food and service were absolutely amazing!! We were in DC for four nights an d Black Salt was the make that we kept raving about. We have to be in DC for an event in early 2023 and Black Salt is already on our “must do” list!!,5,5,5,5
601,JJL6300,Excellent meal as always!  Thank you so much for the wonderful food and Dan's service and support!,5,5,5,5
602,OpenTable Diner,Halibut & Kusshi Oysters from BC today are Exceptional ! 👍👍,5,5,5,4
603,AllieW,"It was our anniversary, dinner was spectacular, the went above our expectation by personalizing our menu. And sent a special dessert to the table. The manager also stopped at the table to say hello. We were seated right away in our arrival, don’t remember our server telling us his name but it didn’t matter because we didn’t have to look for him. 
The drinks 🍹 were amazing. I have not had grilled octopus melt in your mouth. We had to order a second after trying it. We had a wonderful experience.",5,5,5,5
604,Bozz,Delicious tasting food very well presented.,4,5,3,3
605,dcrealfood,Thank you so much for another great evening at black salt. The consistency of Excellence over many years continues to amaze me. Our go to seafood restaurant in Washington DC.,5,5,5,5
606,Mimaof4,Food was delicious. Waiter was friendly yet professional. Gave good advice on ordering. A lovely anniversary celebration,5,5,5,5
607,OpenTable Diner,My grandsons 15th birthday and they made it very special!,5,5,5,5
608,mskitty,Fabulous as always.,5,5,5,5
609,NC717,The food at Blacksalt is only exceeded by the incredibly thoughtful and kind servers and staff. All restaurants should take a page from their book! We absolutely love this place - year after year it just gets better!!,5,5,5,5
610,OpenTable Diner,BlackSalt has been a DC staple for years and for good reason. The meals never disappoint and if you love seafood this is a go to spot.,5,5,5,5
611,Newbin,"We enjoy BlackSalt and have for many years. It's probably the best seafood restaurant in the area,",5,5,5,5
612,KurtE,"Wow! Our first time here, having dined at 2 other Black Salt group restaurants. This flagship location was by far the best! We were here to celebrate a birthday, and the entire experience was fantastic from the moment we arrived. We were seated in a booth which was ideal to allow for ease of conversation without feeling like we were having to raise our voices. Though the noise level was low last night. 
The oysters were delicious! However I definitely want to try some of their caviar on our next visit. They have an extensive selection. Our waiter was nice and attentive, and and offered some great suggestions, all of which were spot on! 
Our entrees were perfectly prepared and outstanding. As were the cocktails and desserts. 
Definitely planning on returning soon.",4,5,4,4
613,greenbean,Excellent food a service. Best clam chowder I have had in the DMV.  We will definitely be back. Highly recommend neighborhood gem.,5,5,5,5
614,Handel,"food was outstanding, so was service. A little dark at the dining area during the day.",5,5,5,3
615,Alice,We had a fantastic evening at Black Salt. The food and the service are the highlights. The staff were warm and welcoming. They allowed me to pick between a booth and the wine room when I called in advance regarding one of my guests being hearing impaired. I picked the wine room but then my guest said it was too cold so we moved back to the booth and it was plenty quiet. The staff did not get flustered by our moving tables. The waitress was very attentive. The food was delicious. The menu includes really interesting food pairings. The portions are generous (and the left overs the next day were great). I will definitely be back.,5,5,4,3
616,Max88,"Best fried clams in DC, just like New England. Crab cake sandwich with little filler on a fresh, light bun. Had Eton Mess for dessert - light and refreshing. Service very attentive. Highly recommend.",5,5,5,3
617,Fashionista,"Timely seating for our reservation, excellent food and service!",5,5,5,5
618,PgSmile,"Black Salt has lost something. This has been my fav DC restaurant for a decade. But the last four visits just have not measured up. The dishes have gotten murky and messy where they used to be crisp and defined. 

And our server this evening was from another planet. Almost tossing dishes down on the table. Really odd. 

We want the old Black Salt back.",4,3,1,3
619,JasonP,"great menu and service, back dining room needs some updating.",4,4,5,3
620,WendyB,"Outstanding!  Service was perfect, meal was excellent! Highly recommend BlackSalt to everyone. We will be back again and again!",5,5,5,5
621,Bandit,Great food and great service. The John Dory and halibut specials were outstanding!,5,5,5,5
622,OpenTable Diner,Celebrating the retirement of a dear friend.  He is well known to the staff and we were treated like we too were old friends.,5,5,5,5
623,OpenTable Diner,Pleasant and attentive service and excellent food. We’ll be back!,5,5,5,5
624,OpenTable Diner,Danjale is the best waitress we’ve had in years. Meal was outstanding. She made it fun.,5,5,5,4
625,PennyC,"The back room was relaxed,lovely.Tom
was attentive,efficient,and pleasant as always!Food fabulous,rose’,what else could we ask for!",5,5,5,5
626,RussellR,"Had a memorable lunch date with my daughter. Clam chowder was ridiculously good, she loved her tuna poke and my halibut was perfect.  The wait staff were friendly and efficient. We left satisfied and looking for an excuse to come back!",5,5,5,4
627,OpenTable Diner,The food and drinks were absolutely incredible!! One of the best meals I’ve had in a long time!!,5,5,5,5
628,MarjorieL,The value has always been in this wonderful place - it is expensive and worth every cent.  The food is not only delicious but interesting - I love the fact that our servers always are so knowledgable about each dish and charming in relating the information.,5,5,5,5
629,ECDC,Great meal & wonderful service at Black Salt.  Started with craft cocktails followed by Ipswich clams & Branzino.  The chocolate peanut butter dessert was the perfect ending.,4,4,4,3
630,JasonK,Consistently phenomenal,5,5,5,5
631,OpenTable Diner,"We were in town to site see and wanted seafood.   Trip Advisor had Blacksalt ranked #1, so we booked a time.  

It was great!",5,5,5,5
632,GeorgetownProf,Price point is over the top. Unwarranted,4,4,4,2
633,glover,"Friend and I went for lunch during the week.   It was very very quiet.   Maybe just another table or two.   Lots of booth sitting so that made the space even more comfortable, quiet, cozy.   We had great friendly and efficient service.   Fish tacos were delicious, but awkward to eat.   The scallop appetizer with some crispy greens and Brussel sprouts was fabulous.    Good thing we went for lunch,  because we noticed that all the listed entrees are over $40! wow.",5,5,5,5
634,AviA,We had the worst service experience . Our waiter Dan was rushing us to get through our meals  and he smelled like cigarette smoke when he delivered our Desserts. Great food but not the best waiter.,4,5,3,5
635,t2themax,The service was excellent.  The food was delicious. And the atmosphere was welcoming. In one word… wonderful! In two words… wonderfully wonderful!! I will definitely return.,5,5,5,5
636,Ryan,"The only complaint, and it is very minor, is that they have a much smaller wine list  than most high-end restaurants to which we have been.  The manager/sommelier was very accommodating and helped us try a french wine that was good but not great for the price point.  The service was outstanding though, and the food was also excellent.",5,5,5,5
637,OpenTable Diner,"The experience wouldn’t have been as amazing as it was without the help of our lovely server, Abby. She recommended drinks, meals, and desserts with knowledge and experience to support her. The food was all incredible and the overall vibes for the evening were impeccable. 10/10 recommend, ask specially for the wonderful Abby. :)",5,5,5,5
638,tanian,Joan the sever was wonderful the food and drinks were delicious,5,5,5,5
639,OpenTable Diner,"100% perfect! Food people and ambiance! 
The chef is very talented!",5,5,5,5
640,PatriciaW,"I had the appetizer of grilled calamari and it was fantastic!  My friend enjoyed mussels.  On the pricey side, but worth it.",5,5,5,4
641,marlyn,"it's always a pleasure eating at this restaurant, e.g. waitstaff are very courteous",5,5,5,4
642,VAVintner,There is no place better than Black Salt for the freshest seafood that is perfectly prepared. The market is great too … come for lunch and bring dinner home.,5,5,5,5
643,OpenTable Diner,"It was my first time dining here.  I have heard a lot about the place and had a friend who worked in the kitchen tell me to give them a chance.  

I truly enjoyed the atmosphere.  It was National Caviar Day and I had caviar.  The management was friendly.  My waiter was knowledgeable too.   

I will definitely visit again soon.",5,5,5,4
